2.090187127457178162e-01 -2.306867123928368102e+01 -1.701968766017050783e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.948020350400766196e-02 -7.027962789018423528e+00 -1.700140039794886704e+01
-5.723110663582815505e+00 2.389179154185895371e+01 -7.292598938854284008e+00
-8.047556682251193194e-02 7.323458846128881206e+00 2.618567983698577795e+00
-8.715896711987683454e-02 1.701618386512344827e+01 5.493675623501357297e-01
-2.316227117637724431e-01 4.066294171926621459e+01 -1.550664590901910600e+01
-4.781529843320733164e+01 4.404244950857996344e+01 -4.054228558379198688e+01
-4.088934816586792254e-01 6.104598752237606618e+01 -1.894819030834290885e+01
-4.889198755720808309e-01 7.144413257732152545e+01 -1.686446745816544635e+01
-8.650404740309253215e-01 1.067486446396751489e+02 -2.100368216240214636e+01
2.337109000565751604e-01 -2.649299415884595277e+01 -1.806013700208591644e+01
2.997345916786787190e-01 -2.900720887810351201e+01 -2.054472167966727625e+01
4.140988820982730578e-01 -3.001754524497225418e+01 -2.359424465532351434e+01
5.042917594566654893e-01 -3.168717199535948126e+01 -2.414788681957439209e+01
5.762229657586284137e-01 -3.464826417221915023e+01 -2.343989156702695453e+01
7.016785745467722935e-01 -3.834667229129245669e+01 -2.250899782201574340e+01
8.516425811643486554e-01 -4.212050343792586204e+01 -2.391586159651754429e+01
1.081643499522832785e+00 -4.776127273959669139e+01 -3.086982730396892904e+01
1.667556550127649861e-01 -3.646992647137182519e+00 -3.512099747947027062e+00
-5.224651701877958132e+00 -3.092974558891477432e+00 -1.240199194542229399e+01
-7.155513256995044458e+01 7.344508516326456515e+01 -7.003067273916201430e+01
-2.821534230533523413e+01 3.673493170321053469e+01 -3.398332904950894573e+01
-3.483873725245830144e+01 3.627777190371216420e+01 -3.462798367815463507e+01
-4.121242013376308222e+01 3.685430941923189607e+01 -3.653422766795274867e+01
-4.981881965211537278e+01 4.159081997145414533e+01 -4.190010765138733007e+01
-2.290244376040765317e+01 3.851462806716207155e+01 -3.475047691541514183e+01
-3.719774840042813224e+01 5.671646800959030088e+01 -3.090274607799728557e+01
-3.005002775806512361e+01 5.579097659806234333e+01 -3.061181223325648659e+01
-4.395525226103624306e+01 5.580575698704856080e+01 -3.326220964370275368e+01
-4.840528320406062335e+01 5.325293559346162198e+01 -3.594735177109376423e+01
-5.494304753738191494e+01 3.683194490468994786e+01 -4.553714519893478041e+01
-2.157804852891115033e+01 -5.707933548502371224e+01 -3.905353782668724705e+01
-5.017411723314624084e+01 4.612678314398571189e+01 -4.267817806243623835e+01
-7.361763113145168802e+01 4.201795478340102363e+01 -7.481814317167761885e+01
-6.203891451790969569e+01 4.271166697712008897e+01 -5.190857906124406185e+01
-3.217301168194178729e+01 6.807663612400164155e+00 -2.958027053739036560e+01
-7.211198350150972658e+00 -2.198763592977222103e+01 -1.786053816588045962e+01
-5.949981703673874911e+00 -2.885354210261984775e+01 -2.145177042025762049e+01
-1.464271205540711307e+01 -2.408896110217641962e+01 -2.180696945378137386e+01
-1.946307926277776090e+01 -2.661566440477493600e+01 -2.655126633823276805e+01
-1.121363856698648576e+01 -2.922421602925590634e+01 -2.394484688880733358e+01
-1.556789315073843127e+01 -2.969674171664271256e+01 -2.830348195128692623e+01
-2.716485785833294031e+01 -3.646297618347919922e+01 -3.724221527073679283e+01
-5.001718635580642669e+00 1.995932869165564782e-01 -4.726596135075099570e-01
-6.040484363696812409e+00 7.186373034406034144e+00 1.945511836062304045e+00
-5.867506183527314789e+01 6.239994815053484700e+01 -3.799735270029760414e+01
-1.943514455833236809e+01 2.482934802236346528e+01 -2.788596669481572476e+01
-1.869139806038959151e+01 2.040362528855003355e+00 -1.627863382314820484e+01
-1.930267345822127822e+01 5.968027289534915347e+00 -1.799086442105560124e+01
-5.199620383822091441e+01 7.882636617594783068e+00 -3.813129572244324095e+01
-5.903365663191721957e+00 1.620931790591099642e+01 -1.509388089979618819e+00
-4.393682694647331033e+01 7.027364445537291715e+01 -2.615650997904074515e+01
-5.270582479369784323e+01 6.786450017856999750e+01 -3.172434162922298029e+01
-6.557841458141993485e+01 8.624391889488838103e+01 -5.601780131717985256e+01
-1.521350289385421028e+01 6.316336084214125890e+01 -2.066516191701297345e+01
-2.399290390763215086e+01 5.295804315832921816e+01 -3.253451609748969275e+01
-3.226751308140749330e+01 -3.009775771109480047e+01 -3.835648951242465188e+01
-6.365894305488836125e+01 -2.289476760158177626e+01 -9.748698291444918596e+01
-1.401694103659460211e+01 -1.893349552954182391e+00 -1.882364274164006446e+01
-9.016679477938962961e+00 -4.014687704972461191e+00 -1.856948361516549184e+01
-2.498700322144976482e+01 -3.030325790165355571e+01 -3.750654144968150661e+01
-2.195988978617652165e+01 -2.984195931131547042e+01 -3.553443931449641013e+01
-5.655990619856975599e+01 7.308675271383071959e+01 -3.426413291634421654e+01
-1.858721684341173486e+01 -1.007892675028459362e+00 -2.003593668308019460e+01
-3.189036162785058437e+01 6.934730057093234734e+01 -2.218301315532357521e+01
-3.317547741905706715e+01 7.553109586288938715e+01 -2.036225759335395225e+01
-3.948870963342053386e+01 1.028795645035303750e+02 -2.940427133203875343e+01
-6.107658472948681094e+01 7.970078657028406610e+01 -4.319655530313985992e+01
-3.571330181075845189e+01 8.926076414738096787e+01 -2.431484965838776091e+01
-6.287350199455718780e+01 6.589164060519711086e+01 -4.324473822931361866e+01
-6.733021662484836156e+01 6.916297610844786448e+01 -5.543650359795451976e+01
-6.712196166165488975e+00 -2.598826125352975325e+01 -1.885004061936342623e+01
-1.279659399533260888e+01 -2.724495371000576682e+01 -2.253447168560563085e+01
-1.755996535855423346e+01 -2.830266362738436925e+01 -2.684314636611908611e+01
-1.241452906507031884e+01 -3.163551621531652813e+00 -2.044874122120062410e+01
-2.339583436069822397e+01 -3.018889112494728977e+01 -3.648562570148416029e+01
-2.079415480885529988e+01 -3.147517628736002138e+01 -3.251648041727832350e+01
-2.131413927461762725e+01 -2.935861518118908720e+01 -3.537394072482192087e+01
-1.117135021784858750e+01 4.460504695567812927e-01 -9.991140148047916725e+00
-1.420542116889504136e+01 -2.922072046312098337e+01 -2.938612398128379510e+01
-9.883820270968458388e+00 -2.942806752119470914e+01 -2.657495290319839043e+01
-5.054285388160041137e+00 -2.975446598679211263e+01 -2.436650327890925638e+01
